tau,n_layers,n_units,lr,dropout,weight_decay,val_loss,train_epochs,time_sec
0.05,10,10,0.001,0.0,0.01,0.001032469910569489,6,0.702
0.05,10,10,0.001,0.0,0.001,0.0009705668780952692,22,1.414
0.05,10,10,0.001,0.0,0.0001,0.0009736467618495226,22,1.411
0.05,10,10,0.001,0.2,0.01,0.0010329654905945063,36,2.285
0.05,10,10,0.001,0.2,0.001,0.0010360119631513953,20,1.494
0.05,10,10,0.001,0.2,0.0001,0.001042754389345646,31,2.039
0.05,10,10,0.0001,0.0,0.01,0.0011973122600466013,25,1.551
0.05,10,10,0.0001,0.0,0.001,0.00111099099740386,6,0.712
0.05,10,10,0.0001,0.0,0.0001,0.0010735426330938935,6,0.696
0.05,10,10,0.0001,0.2,0.01,0.0011473553022369742,93,5.121
0.05,10,10,0.0001,0.2,0.001,0.001172374002635479,133,7.089
0.05,10,10,0.0001,0.2,0.0001,0.0012326313881203532,133,7.084
0.1,1,1,0.01,0.0,0.01,0.0015249809948727489,8,0.304
0.1,1,1,0.01,0.0,0.001,0.0015215722378343344,16,0.423
0.1,1,1,0.01,0.0,0.0001,0.001513137947767973,2,0.194
0.1,1,1,0.01,0.2,0.01,0.001521203201264143,15,0.43
0.1,1,1,0.01,0.2,0.001,0.0015539339510723948,3,0.226
0.1,1,1,0.01,0.2,0.0001,0.0015335183124989271,15,0.425
0.1,1,1,0.001,0.0,0.01,0.0015666116960346699,17,0.434
0.1,1,1,0.001,0.0,0.001,0.0015732725150883198,17,0.444
0.1,1,1,0.001,0.0,0.0001,0.0015639355406165123,17,0.452
0.1,1,1,0.001,0.2,0.01,0.0015709847211837769,29,0.667
0.1,1,1,0.001,0.2,0.001,0.0015690368600189686,29,0.665
0.1,1,1,0.001,0.2,0.0001,0.001666528987698257,14,0.409
0.1,1,1,0.0001,0.0,0.01,0.001537991687655449,7,0.284
0.1,1,1,0.0001,0.0,0.001,0.0015386845916509628,7,0.282
0.1,1,1,0.0001,0.0,0.0001,0.0015392082277685404,7,0.281
0.1,1,1,0.0001,0.2,0.01,0.0015328327426686883,24,0.59
0.1,1,1,0.0001,0.2,0.001,0.0015287180431187153,24,0.582
0.1,1,1,0.0001,0.2,0.0001,0.0015325077110901475,24,0.583
0.1,1,5,0.01,0.0,0.01,0.0015221056528389454,3,0.222
0.1,1,5,0.01,0.0,0.001,0.001522038015536964,17,0.446
0.1,1,5,0.01,0.0,0.0001,0.0015201407950371504,14,0.395
