tau,n_layers,n_units,lr,dropout,weight_decay,val_loss,train_epochs,time_sec
0.01,5,5,0.001,0.0,0.01,0.0003599639458116144,9,0.531
0.01,5,5,0.001,0.0,0.001,0.0003543445491231978,5,0.419
0.01,5,5,0.001,0.0,0.0001,0.00034012863761745393,5,0.421
0.01,5,5,0.001,0.2,0.01,0.00038151832995936275,13,0.702
0.01,5,5,0.001,0.2,0.001,0.00035794678842648864,29,1.196
0.01,5,5,0.001,0.2,0.0001,0.00034175647306255996,40,1.54
0.01,5,5,0.0001,0.0,0.01,0.0004572669859044254,15,0.702
0.01,5,5,0.0001,0.0,0.001,0.00042221343028359115,15,0.687
0.01,5,5,0.0001,0.0,0.0001,0.0004163964476902038,15,0.717
0.01,5,5,0.0001,0.2,0.01,0.0005859479424543679,1,0.335
0.01,5,5,0.0001,0.2,0.001,0.0005849705194123089,1,0.334
0.01,5,5,0.0001,0.2,0.0001,0.0005852244212292135,1,0.341
0.01,5,10,0.01,0.0,0.01,0.00035061684320680797,8,0.509
0.01,5,10,0.01,0.0,0.001,0.00031800384749658406,12,0.629
0.01,5,10,0.01,0.0,0.0001,0.00029921336681582034,10,0.565
0.01,5,10,0.01,0.2,0.01,0.00032638918492011726,10,0.623
0.01,5,10,0.01,0.2,0.001,0.0002727316168602556,43,1.656
0.01,5,10,0.01,0.2,0.0001,0.0002975875686388463,4,0.44
0.01,5,10,0.001,0.0,0.01,0.0003116634034086019,3,0.368
0.01,5,10,0.001,0.0,0.001,0.0003524853673297912,4,0.395
0.01,5,10,0.001,0.0,0.0001,0.0003692507743835449,20,0.85
0.01,5,10,0.001,0.2,0.01,0.0005106572643853724,1,0.342
0.01,5,10,0.001,0.2,0.001,0.0006487942882813513,1,0.339
0.01,5,10,0.001,0.2,0.0001,0.0006707128486596048,1,0.35
0.01,5,10,0.0001,0.0,0.01,0.000261421111645177,17,0.766
0.01,5,10,0.0001,0.0,0.001,0.0002612550451885909,14,0.678
0.01,5,10,0.0001,0.0,0.0001,0.0002611627569422126,14,0.681
0.01,5,10,0.0001,0.2,0.01,0.00032498768996447325,9,0.599
0.01,5,10,0.0001,0.2,0.001,0.00026160417473874986,8,0.559
0.01,5,10,0.0001,0.2,0.0001,0.00026649850769899786,8,0.567
0.01,10,1,0.01,0.0,0.01,0.00027051122742705047,12,0.899
0.01,10,1,0.01,0.0,0.001,0.0002822362584993243,20,1.24
0.01,10,1,0.01,0.0,0.0001,0.0002613880205899477,39,2.01
0.01,10,1,0.01,0.2,0.01,0.0003027037892024964,6,0.743
0.01,10,1,0.01,0.2,0.001,0.0003010299988090992,6,0.732
0.01,10,1,0.01,0.2,0.0001,0.0003147227398585528,6,0.742
0.01,10,1,0.001,0.0,0.01,0.00035631010541692376,6,0.661
