tau,n_layers,n_units,lr,dropout,weight_decay,val_loss,train_epochs,time_sec
0.05,10,5,0.01,0.2,0.0001,0.000971728004515171,9,0.914
0.05,10,5,0.001,0.0,0.01,0.0010010082041844726,8,0.764
0.05,10,5,0.001,0.0,0.001,0.0009808600880205631,8,0.77
0.05,10,5,0.001,0.0,0.0001,0.0009921626187860966,8,0.769
0.05,10,5,0.001,0.2,0.01,0.0010341801680624485,12,1.056
0.05,10,5,0.001,0.2,0.001,0.0010524378158152103,12,1.043
0.05,10,5,0.001,0.2,0.0001,0.0010344749316573143,12,1.053
0.05,10,5,0.0001,0.0,0.01,0.0011498130625113845,32,1.794
0.05,10,5,0.0001,0.0,0.001,0.001146020949818194,21,1.326
0.05,10,5,0.0001,0.0,0.0001,0.0011511783814057708,32,1.799
0.05,10,5,0.0001,0.2,0.01,0.001143531990237534,37,2.24
0.05,10,5,0.0001,0.2,0.001,0.0011514121433719993,36,2.2
0.05,10,5,0.0001,0.2,0.0001,0.0011182149173691869,36,2.197
0.05,10,10,0.01,0.0,0.01,0.0009689165744930506,1,0.481
0.05,10,10,0.01,0.0,0.001,0.0009527045767754316,1,0.489
0.05,10,10,0.01,0.0,0.0001,0.0009474409744143486,1,0.483
0.05,10,10,0.01,0.2,0.01,0.0009581097983755171,11,1.038
0.05,10,10,0.01,0.2,0.001,0.0009591325651854277,13,1.134
0.05,10,10,0.01,0.2,0.0001,0.0009564888314343989,5,0.752
0.05,10,10,0.001,0.0,0.01,0.0010108683491125703,13,1.021
0.05,10,10,0.001,0.0,0.001,0.0009815430967137218,9,0.836
0.05,10,10,0.001,0.0,0.0001,0.0009485502378083766,14,1.054
0.05,10,10,0.001,0.2,0.01,0.0010515974136069417,20,1.483
0.05,10,10,0.001,0.2,0.001,0.0010327222989872098,19,1.446
0.05,10,10,0.001,0.2,0.0001,0.0010867038508877158,19,1.434
0.05,10,10,0.0001,0.0,0.01,0.0011830677976831794,37,2.069
0.05,10,10,0.0001,0.0,0.001,0.0011056012008339167,13,1.017
0.05,10,10,0.0001,0.0,0.0001,0.0010612846817821264,8,0.794
0.05,10,10,0.0001,0.2,0.01,0.0011765806702896953,87,4.796
0.05,10,10,0.0001,0.2,0.001,0.0011927899904549122,120,6.417
