,0.01,0.05,0.1
2011-09-30,-0.03878907402559978,-0.02724966846922791,-0.021098054066105792
2011-10-03,-0.04344001588693968,-0.030576805275202946,-0.02371947529550924
2011-10-04,-0.048887767368113594,-0.03443252714238124,-0.026726492066414656
2011-10-05,-0.04882224338391412,-0.034379041010094875,-0.0266794232684398
2011-10-06,-0.04703472374641204,-0.033122478473654425,-0.025705911997887743
2011-10-07,-0.04562868502489972,-0.03212427150429338,-0.024925118626508706
2011-10-10,-0.04176614560907438,-0.029399530709859092,-0.022806934066969622
2011-10-11,-0.04999010735638607,-0.03521734306716061,-0.027342037087872365
2011-10-12,-0.04479251486026757,-0.03153353337794824,-0.0244652194116082
2011-10-13,-0.04121754293986403,-0.02900314349748947,-0.022491692351402658
2011-10-14,-0.03714795835999419,-0.026131576899076463,-0.0202587847059077
2011-10-17,-0.03684473534201921,-0.0258688549240082,-0.020017653686947995
2011-10-18,-0.03858407328333078,-0.027129474573214896,-0.02102307038602315
2011-10-19,-0.03960188712968167,-0.02784659878418265,-0.021579898065002642
2011-10-20,-0.037775862910892105,-0.026561925542083677,-0.020583817025429663
2011-10-21,-0.03421704477657464,-0.024047637439765096,-0.0186263640181208
2011-10-24,-0.035865873977884925,-0.025206083301854035,-0.0195233883366243
2011-10-25,-0.03450003272862861,-0.024232263306819612,-0.018758553421628923
2011-10-26,-0.03745229510391337,-0.02633367726227819,-0.02040638323285173
2011-10-27,-0.035249476089768764,-0.02477541289648594,-0.019191728565066343
2011-10-28,-0.045554009415736174,-0.03205720705696041,-0.02486211166138422
2011-10-31,-0.04105308821293127,-0.028878146155762976,-0.022387729595726432
2011-11-01,-0.044661447354502296,-0.03144448547858664,-0.024398572008936286
2011-11-02,-0.05033687465468705,-0.03549800735150619,-0.02758746210007768
2011-11-03,-0.0477494552854748,-0.03366790050496193,-0.026161075757102744
2011-11-04,-0.04667554345960664,-0.032899729366518936,-0.025555893847801343
2011-11-07,-0.04238997224646364,-0.029860432645748208,-0.023180981447355288
2011-11-08,-0.03847638172392324,-0.027093650143015756,-0.021025558056476833
2011-11-09,-0.03642294297752187,-0.02563344279680093,-0.019881600174581834
2011-11-10,-0.05023669634964774,-0.035407326379177186,-0.027501844120673795
2011-11-11,-0.046044827942064714,-0.03244076977012663,-0.02518849669742966
2011-11-14,-0.04559340333879439,-0.03208637891234111,-0.0248858341703105
2011-11-15,-0.04253105635450445,-0.029927901992622644,-0.023209207037446826
2011-11-16,-0.03887384141535058,-0.02735705121789247,-0.021217492978924224
2011-11-17,-0.039512586850974814,-0.02781790550490846,-0.02158351415286341
2011-11-18,-0.039110477117366475,-0.02753981547356523,-0.021371538565890646
2011-11-21,-0.035618611644201104,-0.025037359746178694,-0.01939653351289016
2011-11-22,-0.03763770879431857,-0.026473050649448333,-0.020521212704729074
2011-11-23,-0.03462066391648122,-0.024329020235626813,-0.018842583071280353
2011-11-25,-0.038234750921710636,-0.026899647891323875,-0.020856946408828785
2011-11-28,-0.03500472531953771,-0.024615752988919715,-0.0190774302815271
2011-11-29,-0.04206791450384743,-0.029565726560587372,-0.022900856429575244
2011-11-30,-0.0393814662758732,-0.027690873229779225,-0.021458661335321615
2011-12-01,-0.050393565346369344,-0.03547243719878618,-0.027518038995594594
2011-12-02,-0.04720728659710492,-0.033211397509215014,-0.025750240825106473
2011-12-05,-0.04428972862791458,-0.03115060947686683,-0.024146193675804027
2011-12-06,-0.04237039650248256,-0.02980652140792888,-0.023108766084821576
2011-12-07,-0.039786888349911294,-0.027995880441920012,-0.021710137756147607
2011-12-08,-0.03734505511792847,-0.026293017112924064,-0.020401216548041737
2011-12-09,-0.03941391148223219,-0.027766706822977646,-0.021557625116995154
2011-12-12,-0.03914727586112371,-0.027577649546509188,-0.021409924568993044
2011-12-13,-0.038491483826911733,-0.027089789896343763,-0.02101158905136675
2011-12-14,-0.03690989184455669,-0.025998780032127466,-0.020182106699041222
2011-12-15,-0.03563764007386254,-0.025111501341724452,-0.019500055733234958
2011-12-16,-0.033097255300218245,-0.023327930488779756,-0.0181199395809952
2011-12-19,-0.030705727788758165,-0.021661963783211252,-0.01684076665627262
2011-12-20,-0.030425929647536012,-0.02148707675177044,-0.01672180734925623
2011-12-21,-0.03817972875809756,-0.026933007990185262,-0.020937422764776586
2011-12-22,-0.03558420056186699,-0.02509991582895486,-0.019510782432581395
2011-12-23,-0.03396699444843206,-0.023956270976369872,-0.01861959133584837
2011-12-27,-0.0324965253891201,-0.022916495699887088,-0.017809417321306167
2011-12-28,-0.0301998853082322,-0.02128799137873075,-0.016537093701376345
2011-12-29,-0.030227850169708265,-0.021320110009411704,-0.016571426691050332
2011-12-30,-0.029616943835828358,-0.020914184038939205,-0.016274774993826506
2012-01-03,-0.02775361335456364,-0.01959478470867108,-0.015245343347459545
2012-01-04,-0.029085543478370654,-0.02054138009495407,-0.01598651821101317
2012-01-05,-0.027055078496039157,-0.0190955120577656,-0.014852296642110692
2012-01-06,-0.025295585327555357,-0.017842072282199944,-0.013868632057772723
2012-01-09,-0.023680939042662146,-0.016700228980632885,-0.01297883827711554
2012-01-10,-0.022148454400961155,-0.01562298278175548,-0.012144278007599726
2012-01-11,-0.02230272286765481,-0.015743362463137702,-0.012246591702930265
2012-01-12,-0.02080273281400866,-0.01467553781130772,-0.011409152827677432
2012-01-13,-0.01965330274625198,-0.01387484658888128,-0.01079437299326674
2012-01-17,-0.01902681930575949,-0.01343987589053971,-0.010461497029115915
2012-01-18,-0.01812748376688924,-0.012775101404887922,-0.00992176617299437
2012-01-19,-0.01984377346433815,-0.01396343332316512,-0.010828645752784364
2012-01-20,-0.019135128369632215,-0.013455195641579796,-0.010427244521570997
2012-01-23,-0.017976534954829728,-0.012639593259385254,-0.009794489389698433
2012-01-24,-0.016775347009617924,-0.011785420095913534,-0.009125308522322056
2012-01-25,-0.015762526675046483,-0.011073035341006874,-0.008573084863240274
2012-01-26,-0.016910506499892716,-0.011864001224702563,-0.00917372793595855
2012-01-27,-0.01689663746015905,-0.011814525040143853,-0.009105269714249856
2012-01-30,-0.016041087464688304,-0.011225570577371292,-0.008658436343481775
2012-01-31,-0.01561198739996007,-0.01096524206497607,-0.00848807932113404
2012-02-01,-0.01477669726906316,-0.010372618057296,-0.008024819725809358
2012-02-02,-0.01650705559351696,-0.011577366212491431,-0.008949367044675588
2012-02-03,-0.015515799675302344,-0.010880192653435853,-0.008408967703101941
2012-02-06,-0.020212365361038702,-0.014181740305156414,-0.01096683640283974
2012-02-07,-0.01875535187211313,-0.01315398183934235,-0.010167912201484572
2012-02-08,-0.01743062010205127,-0.012201524469205041,-0.0094139129364292
2012-02-09,-0.01617378463742572,-0.011300585034892428,-0.008702700358963051
2012-02-10,-0.015031032631346398,-0.010486798010517348,-0.008064283349073437
2012-02-13,-0.015857568309170757,-0.011086370396906247,-0.008542862444624802
2012-02-14,-0.01586062785219556,-0.011064502478599868,-0.008507705788921247
2012-02-15,-0.01475313587588237,-0.01028029466203492,-0.007895839561677626
2012-02-16,-0.014817872016513321,-0.010334829192072847,-0.007944935650857184
2012-02-17,-0.01712167609616636,-0.011930888033097043,-0.009163698124020715
2012-02-21,-0.01589882673354284,-0.011041049194477296,-0.008451385963516692
2012-02-22,-0.014631132079547655,-0.01013386659853198,-0.007736391011723822
2012-02-23,-0.01416907602770978,-0.009812470823054222,-0.0074899807090918705
2012-02-24,-0.013604552087943289,-0.009412313563995989,-0.007177446719317205
2012-02-27,-0.01258916675247963,-0.008689724114426409,-0.006610945673092315
2012-02-28,-0.011665859626232554,-0.00801244842799009,-0.006064828436835
2012-02-29,-0.011019001455095408,-0.007545637083292929,-0.005693999389090133
2012-03-01,-0.011888614120083428,-0.008204987753555156,-0.0062412601679913485
2012-03-02,-0.01211550473341912,-0.008341319226179738,-0.006329314897796608
2012-03-05,-0.01197105468574604,-0.008244445520445905,-0.006257803963905016
2012-03-06,-0.012069648530554603,-0.008332659935816573,-0.00634048514384909
2012-03-07,-0.020338322563840442,-0.01420394736699436,-0.010933734648433995
2012-03-08,-0.019599713916981763,-0.013653335216373437,-0.01048334273431859
2012-03-09,-0.02012513129256296,-0.014017785619720115,-0.010761982240389191
2012-03-12,-0.0185781468327812,-0.012914570150640705,-0.009895338378185677
2012-03-13,-0.016995333526092112,-0.01178640707328795,-0.009009547655761015
2012-03-14,-0.022348905097284683,-0.01547211907431168,-0.011806129891467647
2012-03-15,-0.02058656744918708,-0.014239218436461766,-0.010855470164717978
2012-03-16,-0.019553852966607246,-0.013511466212879578,-0.010290292192963058
2012-03-19,-0.01826286056659858,-0.01262698932741255,-0.009622527224078777
2012-03-20,-0.017056036110124403,-0.011751272044049353,-0.008923321949513278
2012-03-21,-0.01637218752559665,-0.011282087514390977,-0.008568574033189627
